Name,Link,Speciality Title,Speciality Appointment,Designation,Qualification,link,hospital
Dr. Ma Soot Keng,doctors/dr.-ma-soot-keng,Cardiology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=464884550019&searchPhyAndSpec=Dr. Ma Soot Keng&hcsType=Specialty,Consultant Cardiologist & Electrophysiologist (Visiting),"MD (UKM), MRCP (UK), FNHAM, FAsCC, FHRS, CCDS, CEPS (USA)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Mohamed Abdelwahab Mohamed Abdou Eltanahy,doctors/dr.-mohamed-abdelwahab-mohamed-abdou-eltanahy,Pediatrics,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=389&searchPhyAndSpec=Dr. Mohamed Abdelwahab Mohamed Abdou Eltanahy&hcsType=Specialty,Consultant Pediatrician (Visiting),"MB ChB (Egypt), MSc (Pediatrics) (Egypt)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Mohd Nazir Bin Md Salleh,doctors/dr.-mohd-nazir-bin-md-salleh,,,Consultant Anesthesiologist,"MD (USM), Doctor of Anesthesiology & Critical Care (UKM)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Ng Wei Chun,doctors/dr.-ng-wei-chun,Pediatrics,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=509179135794&searchPhyAndSpec=Dr. Ng Wei Chun&hcsType=Specialty,Consultant Pediatrician,"MD (UPM), MRCPCH (UK)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Rohaya Binti Abdul Razak,doctors/dr.-rohaya-binti-abdul-razak,Internal Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=383&searchPhyAndSpec=Dr. Rohaya Binti Abdul Razak&hcsType=Specialty,Consultant Internal Medicine Physician and Endocrinologist (Visiting),"MBBS (UM), M Internal Medicine (UM), Fellowship in Endocrinology (Malaysia)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Sivasangkari A/P Mugilarassan,doctors/dr.-sivasangkari-a~p-mugilarassan,Internal Medicine and Endocrinology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=523912974402&searchPhyAndSpec=Dr. Sivasangkari A%252FP Mugilarassan&hcsType=Specialty,Consultant Internal Medicine Physician & Endocrinologist (Visiting),"MD (USM), MRCP (UK), Fellowship In Endocrinology (Malaysia & Australia)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Sudha Sivasamy,doctors/dr.-sudha-sivasamy,Ear Nose and Throat,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=354&searchPhyAndSpec=Dr. Sudha Sivasamy&hcsType=Specialty,Consultant ENT Surgeon,"MBBS (India), DLO (India), FRCS (Edinburgh)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Tan Poh Guan,doctors/dr.-tan-poh-guan,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=507165130025&searchPhyAndSpec=Dr. Tan Poh Guan&hcsType=Specialty,Consultant General Surgeon,"MD (USM), MMed Surgery (USM)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Tang Jyh Jong,doctors/dr.-tang-jyh-jong,Dermatology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=371&searchPhyAndSpec=Dr. Tang Jyh Jong&hcsType=Specialty,Consultant Dermatologist (Visiting),"MD (UKM), MRCP (UK), Advance Master in Dermatology (UKM)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Yuen Wai Mun,doctors/dr.-yuen-wai-mun,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=365&searchPhyAndSpec=Dr. Yuen Wai Mun&hcsType=Specialty,Consultant General Surgeon,"MD (UKM), FRCS (Edinburgh)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Ahmad Radzi Bin Ahmad Badruddin,doctors/dr.-ahmad-radzi-bin-ahmad-badruddin,Oncology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=3720&searchPhyAndSpec=Dr. Ahmad Radzi Bin Ahmad Badruddin&hcsType=Specialty,Consultant Oncologist (Visiting),"MD (UKM), DMRT (UK), FFRRCS (Ireland)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Ambiga A/P Chelliah,doctors/dr.-ambiga-a~p-chelliah,,,Consultant Anesthetist,"MBBS (IMU), M Anesthesiology (UM)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Ariz Chong Bin Abdullah @ Chong Chee Yong,doctors/dr.-ariz-chong-bin-abdullah-@-chong-chee-yong,Neurosurgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=475332126238&searchPhyAndSpec=Dr. Ariz Chong Bin Abdullah @ Chong Chee Yong&hcsType=Specialty,Consultant Neurosurgeon,"MS Neurosurgery (USM), CMIA (NIOSH), Member of International AOSpine",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Benjamin Tan Lin Jun,doctors/dr.-benjamin-tan-lin-jun,,,Consultant Anesthetist,"MBBS (India), M Anesthesiology (UM)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Chan Choon Teng,doctors/dr.-chan-choon-teng,Ophthalmology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=3656&searchPhyAndSpec=Dr. Chan Choon Teng&hcsType=Specialty,Consultant Ophthalmologist (Visiting),"MD (UKM), MS (Ophthalmology) (UKM)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Chua Tien Yong,doctors/dr.-chua-tien-yong,Psychiatry,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=4182&searchPhyAndSpec=Dr. Chua Tien Yong&hcsType=Specialty,Consultant Psychiatrist (Visiting),"MD (USM), Doctor of Psychiatry (UKM)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Edwin Cheong Yit Seng,doctors/dr.-edwin-cheong-yit-seng,,,Consultant Radiologist,"MBBS (IMU), FRCR (UK), MMed (Diagnostic Radiology) (Singapore)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Eliza Binti Mohd Noor,doctors/dr.-eliza-binti-mohd-noor,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=3230&searchPhyAndSpec=Dr. Eliza Binti Mohd Noor&hcsType=Specialty,Consultant Obstetrician & Gynecologist,"MD (UKM), MRCOG (UK), Special Interest in Cosmetic Gynecology",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Farzana Binti Mohamed Yusof,doctors/dr.-farzana-binti-mohamed-yusof,Pediatrics,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=3226&searchPhyAndSpec=Dr. Farzana Binti Mohamed Yusof&hcsType=Specialty,Consultant Pediatrician,"MD (UKM), MMed (Pediatrics) (UKM)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Gunaseelan A/L Ponnusamy,doctors/dr.-gunaseelan-a~l-ponnusamy,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=3227&searchPhyAndSpec=Dr. Gunaseelan A%252FL Ponnusamy&hcsType=Specialty,Consultant Orthopedic Surgeon,"MD (Indonesia), Doctor of Orthopedic & Traumatology (UKM), CMIA (NIOSH), Special Interest in Spine Surgery (Korea) & Pain Intervention (India)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Harpreet Kaur A/P Harnam Singh,doctors/dr.-harpreet-kaur-a~p-harnam-singh,Internal Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=3232&searchPhyAndSpec=Dr. Harpreet Kaur A%252FP Harnam Singh&hcsType=Specialty,Consultant Internal Medicine Physician,"MBBS (IMU), MRCP (UK), AM (Malaysia)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Hazli Sufian Bin Sulaiman,doctors/dr.-hazli-sufian-bin-sulaiman,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=3228&searchPhyAndSpec=Dr. Hazli Sufian Bin Sulaiman&hcsType=Specialty,Consultant Orthopedic Surgeon,"MBBCh BAO (Ireland), Doctor of Orthopedic & Traumatology (UKM), CMIA (NIOSH), Special Interest Arthroplasty (Germany)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Lee Kar Hoo,doctors/dr.-lee-kar-hoo,Internal Medicine and Rheumatology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=518573403283&searchPhyAndSpec=Dr. Lee Kar Hoo&hcsType=Specialty,Consultant Internal Medicine Physician & Rheumatologist (Visiting),"MD (USM), MRCP (UK), Fellowship in Rheumatology (Malaysia)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Lee Yoong Wei,doctors/dr.-lee-yoong-wei,Dermatology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=3399&searchPhyAndSpec=Dr. Lee Yoong Wei&hcsType=Specialty,Consultant Dermatologist,"MD (UPM), MRCP (UK), Advanced Master in Dermatology (UKM)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Lim Ching Wei,doctors/dr.-lim-ching-wei,Ophthalmology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=453696140244&searchPhyAndSpec=Dr. Lim Ching Wei&hcsType=Specialty,Consultant Ophthalmologist & Glaucoma Surgeon (Visiting),"MBChB (New Zealand), MMed Ophthalmology (USM), Fellowship in Glaucoma (Malaysia & Singapore)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Lim Teck Chin,doctors/dr.-lim-teck-chin,Urology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=870&searchPhyAndSpec=Dr. Lim Teck Chin&hcsType=Specialty,Consultant Urological Surgeon,"M.B.Ch.B (Glasgow), FRCS (Ireland), FRCS (Glasgow), AM (Mal)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Ling Kiet Phang,doctors/dr.-ling-kiet-phang,Ophthalmology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=2783&searchPhyAndSpec=Dr. Ling Kiet Phang&hcsType=Specialty,Consultant Ophthalmologist (Visiting),"MBBS (UM), MD (OPHTHALMOLOGY) (UKM)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Mohd Faizul Bin Abu Samah,doctors/dr.-mohd-faizul-bin-abu-samah,Internal Medicine and Respiratory Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=527015845691&searchPhyAndSpec=Dr. Mohd Faizul Bin Abu Samah&hcsType=Specialty,Consultant Internal Medicine & Respiratory Physician,"MBBCh BAO (Ireland), MRCP (UK), Fellowship in Respiratory Medicine (Malaysia)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Mohd Salehudin Bin Che Zan @ Che Zain,doctors/dr.-mohd-salehudin-bin-che-zan-@-che-zain,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=3343&searchPhyAndSpec=Dr. Mohd Salehudin Bin Che Zan @ Che Zain&hcsType=Specialty,Consultant General Surgeon,"MBBS (IIUM), MS (General Surgery) (IIUM), CMIA (NIOSH)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Muhammad Anis Bin Rosli,doctors/dr.-muhammad-anis-bin-rosli,,,Medical Officer,,/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Muthualhagi A/P Vellusamy,doctors/dr.-muthualhagi-a~p-vellusamy,Pediatric Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=3912&searchPhyAndSpec=Dr. Muthualhagi A%252FP Vellusamy&hcsType=Specialty,Consultant Pediatric Surgeon (Visiting),"MBBS (India), MS (General Surgery) (UKM), Fellowship in Pediatric Surgery (Malaysia & Australia)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Nabilah Sawani Binti Harith,doctors/dr.-nabilah-sawani-binti-harith,Pediatric Dentistry,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=918&searchPhyAndSpec=Dr. Nabilah Sawani Binti Harith&hcsType=Specialty,Consultant Pediatric Dentist (Visiting),"DDS (UKM), MFDS (UK), Ddent Pediatric Dentistry (UK)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Norhazura Binti Abdul Wahab,doctors/dr.-norhazura-binti-abdul-wahab,,,Consultant Radiologist,"MBBCh BAO (Ireland), MMed (Radiology) (USM)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Novinth Kumar A/L Raja Ram,doctors/dr.-novinth-kumar-a~l-raja-ram,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=490543041530&searchPhyAndSpec=Dr. Novinth Kumar A%252FL Raja Ram&hcsType=Specialty,Consultant General Surgeon (Visiting),"MBBS (India), Doctor of General Surgery (UKM)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Nuzul Hakim Bin Ahmad,doctors/dr.-nuzul-hakim-bin-ahmad,General Practice,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=901&searchPhyAndSpec=Dr. Nuzul Hakim Bin Ahmad&hcsType=Specialty,Chief Medical Officer,MB.BCH.HAO (Ireland),/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Omar Badrin Bin Baharuddin,doctors/dr.-omar-badrin-bin-baharuddin,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=3229&searchPhyAndSpec=Dr. Omar Badrin Bin Baharuddin&hcsType=Specialty,Consultant General Surgeon,"MBBS (IIUM), Doctor of General Surgery (UKM)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Puvan Arul A/L Arumugam,doctors/dr.-puvan-arul-a~l-arumugam,Ear Nose and Throat,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=2879&searchPhyAndSpec=Dr. Puvan Arul A%252FL Arumugam&hcsType=Specialty,"Consultant ENT, Head & Neck Surgeon","MD USM, MMed (ORL-HNS) (USM)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Quek Szu Mei,doctors/dr.-quek-szu-mei,Pediatrics,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=3233&searchPhyAndSpec=Dr. Quek Szu Mei&hcsType=Specialty,Consultant Pediatrician,"MD (UMS), MRCPCH (UK)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Sam Chian Hoon,doctors/dr.-sam-chian-hoon,Pediatrics,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=462857204937&searchPhyAndSpec=Dr. Sam Chian Hoon&hcsType=Specialty,Consultant Pediatrician,"MD (UCSI), MRCPCH (UK)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Saravanakannan A/L Arishkrishnan,doctors/dr.-saravanakannan-a~l-arishkrishnan,,,Medical Officer,MD (Ukraine),/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Sem Sei Haw,doctors/dr.-sem-sei-haw,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=3875&searchPhyAndSpec=Dr. Sem Sei Haw&hcsType=Specialty,"Consultant Orthopedic, Hand & Micro Surgeon","MBBS (UM), M Orthopedic Surgery (UM), Fellowship in Upper Limb & Microsurgery (Malaysia), Fellowship in Brachial Plexus, Hand & Microsurgery (Japan & Spain)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Seniyah Binti Md Sikin,doctors/dr.-seniyah-binti-md-sikin,General Surgery Breast and Endocrine Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=3899&searchPhyAndSpec=Dr. Seniyah Binti Md Sikin&hcsType=Specialty,"Consultant General, Breast & Endocrine Surgeon (Visiting)","MBBS (UM), MS (General Surgery) (UKM), Fellowship in Breast & Endocrine Surgery (UK & Malaysia)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Shanthi A/P Subramaniam,doctors/dr.-shanthi-a~p-subramaniam,Ophthalmology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=888&searchPhyAndSpec=Dr. Shanthi A%252FP Subramaniam&hcsType=Specialty,Consultant Ophthalmologist (Visiting),"MB.BCh.BAO (Dublin), MS Ophthal (Mal), FRCS (Glasgow)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Sureshkumar A/L Subramaniam,doctors/dr.-sureshkumar-a~l-subramaniam,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=3234&searchPhyAndSpec=Dr. Sureshkumar A%252FL Subramaniam&hcsType=Specialty,Consultant Obstetrician & Gynecologist,"MBBS (India), M Obs & Gyn (UM), Fellowship in Maternal Fetal Medicine (Malaysia), FMAS (India)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Tee Shin Kuan,doctors/dr.-tee-shin-kuan,Internal Medicine and Nephrology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=3500&searchPhyAndSpec=Dr. Tee Shin Kuan&hcsType=Specialty,Consultant Internal Medicine Physician & Nephrologist,"MBBS (UM), MRCP (UK)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Tey Kwee Eng,doctors/dr.-tey-kwee-eng,Dermatology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=3396&searchPhyAndSpec=Dr. Tey Kwee Eng&hcsType=Specialty,Consultant Dermatologist (Visiting),"MD (UKM), MRCP (UK), Mmed (Internal Medicine)(Singapore), AM (Malaysia)",/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Tharmasewary A/P Karuppiah,doctors/dr.-tharmasewary-a~p-karuppiah,,,Medical Officer,MD,/malaysia/hospitals/tebrau/doctors,tebrau
Dr. Zul Zarihi Bin Zainal,doctors/dr.-zul-zarihi-bin-zainal,,,Consultant Anesthesiologist,Doctor of Anesthesiology & Critical Care (UKM),/malaysia/hospitals/tebrau/doctors,tebrau
Prof. Datuk Dr. Ismail Bin Sagap,doctors/prof.-datuk-dr.-ismail-bin-sagap,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=30&searchLocation=Tebrau&phyID=3873&searchPhyAndSpec=Prof. Datuk Dr. Ismail Bin Sagap&hcsType=Specialty,Consultant General and Colorectal Surgeon (Visiting),"MBBCh BAO (Ireland), FRCS (Edinburgh), Research Fellowship in Colorectal Surgery (USA), MS (General Surgery) (UKM), FAM (Malaysia)",/malaysia/hospitals/tebrau/doctors,tebrau
